"","year","state","class","export","import","export_share","import_share"
"1397","2017","Ohio","Food and live animals",2359.84,0,"4.71%","0.00%"
"1398","2017","Ohio","Machinery /Electrical/ Transportation",13690.08,7894.29,"27.32%","11.68%"
"1399","2017","Ohio","Metals",0,1342.57,"0.00%","1.99%"
"1400","2017","Ohio","Mineral Products",0,893.03,"0.00%","1.32%"
"1401","2017","Ohio","Miscellaneous",270.67,1623.98,"0.54%","2.40%"
"1402","2017","Ohio","Plastics / Rubbers",379.29,731.14,"0.76%","1.08%"
"1403","2017","Ohio","Textiles",0,1286.56,"0.00%","1.90%"
"1404","2017","Ohio","Top 25",18020.12,19145.18,"35.97%","28.32%"
"1405","2017","Ohio","World",50102.78,67599.27,"100.00%","100.00%"
"1406","2017","Oklahoma","Chemicals & Allied Industries",183,0,"3.41%","0.00%"
"1407","2017","Oklahoma","Food and live animals",233.7,0,"4.36%","0.00%"
"1408","2017","Oklahoma","Footwear / Headgear",0,66.82,"0.00%","0.69%"
"1409","2017","Oklahoma","Machinery /Electrical/ Transportation",1678.17,1854.94,"31.28%","19.13%"
"1410","2017","Oklahoma","Metals",0,126.91,"0.00%","1.31%"
"1411","2017","Oklahoma","Mineral Products",26.44,2131.47,"0.49%","21.98%"
"1412","2017","Oklahoma","Miscellaneous",0,183.6,"0.00%","1.89%"
"1413","2017","Oklahoma","Textiles",113.38,0,"2.11%","0.00%"
"1414","2017","Oklahoma","Top 25",2234.66,4363.75,"41.66%","45.00%"
"1415","2017","Oklahoma","World",5364.37,9697.78,"100.00%","100.00%"
"1416","2017","Oregon","Chemicals & Allied Industries",1544.27,707.8,"7.05%","3.87%"
"1417","2017","Oregon","Food and live animals",1527.86,0,"6.98%","0.00%"
"1418","2017","Oregon","Footwear / Headgear",292.58,0,"1.34%","0.00%"
"1419","2017","Oregon","Machinery /Electrical/ Transportation",10497.86,6811.83,"47.95%","37.21%"
"1420","2017","Oregon","Metals",90.04,205.31,"0.41%","1.12%"
"1421","2017","Oregon","Mineral Products",0,41.64,"0.00%","0.23%"
"1422","2017","Oregon","Miscellaneous",96.86,131.89,"0.44%","0.72%"
"1423","2017","Oregon","Plastics / Rubbers",0,185.42,"0.00%","1.01%"
"1424","2017","Oregon","Top 25",14150.19,8585.76,"64.63%","46.90%"
"1425","2017","Oregon","Wood & Wood Products",100.72,501.88,"0.46%","2.74%"
"1426","2017","Oregon","World",21895.18,18308.12,"100.00%","100.00%"
"1427","2017","Pennsylvania","Chemicals & Allied Industries",2846.3,12691.73,"7.35%","15.24%"
"1428","2017","Pennsylvania","Food and live animals",0,458.23,"0.00%","0.55%"
"1429","2017","Pennsylvania","Machinery /Electrical/ Transportation",3325.9,11637.65,"8.59%","13.97%"
"1430","2017","Pennsylvania","Metals",233.52,459.82,"0.60%","0.55%"
"1431","2017","Pennsylvania","Mineral Products",3699.13,9190.19,"9.56%","11.03%"
"1432","2017","Pennsylvania","Miscellaneous",641.61,934.76,"1.66%","1.12%"
"1433","2017","Pennsylvania","Plastics / Rubbers",312.71,915.06,"0.81%","1.10%"
"1434","2017","Pennsylvania","Stone / Glass",232.59,199.57,"0.60%","0.24%"
"1435","2017","Pennsylvania","Textiles",0,422.81,"0.00%","0.51%"
"1436","2017","Pennsylvania","Top 25",11291.75,36909.81,"29.18%","44.32%"
"1437","2017","Pennsylvania","World",38701.91,83282.83,"100.00%","100.00%"
"1438","2017","Rhode Island","Chemicals & Allied Industries",181.58,24.17,"7.59%","0.26%"
"1439","2017","Rhode Island","Food and live animals",1.21,46.08,"0.05%","0.49%"
"1440","2017","Rhode Island","Machinery /Electrical/ Transportation",134.85,5379.14,"5.64%","57.41%"
"1441","2017","Rhode Island","Metals",186.19,0,"7.78%","0.00%"
"1442","2017","Rhode Island","Mineral Products",0,1028.26,"0.00%","10.97%"
"1443","2017","Rhode Island","Miscellaneous",15.18,593.81,"0.63%","6.34%"
"1444","2017","Rhode Island","Plastics / Rubbers",36.64,0,"1.53%","0.00%"
"1445","2017","Rhode Island","Stone / Glass",649.36,265.05,"27.15%","2.83%"
"1446","2017","Rhode Island","Textiles",15.36,0,"0.64%","0.00%"
"1447","2017","Rhode Island","Top 25",1225.33,7336.52,"51.23%","78.30%"
"1448","2017","Rhode Island","Transportation",4.98,0,"0.21%","0.00%"
"1449","2017","Rhode Island","World",2391.71,9369.25,"100.00%","100.00%"
"1450","2017","South Carolina","Chemicals & Allied Industries",0,807.49,"0.00%","2.15%"
"1451","2017","South Carolina","Food and live animals",340.35,397.14,"1.06%","1.06%"
"1452","2017","South Carolina","Footwear / Headgear",0,415.81,"0.00%","1.11%"
"1453","2017","South Carolina","Machinery /Electrical/ Transportation",17499.54,7386.47,"54.35%","19.70%"
"1454","2017","South Carolina","Miscellaneous",211.34,0,"0.66%","0.00%"
"1455","2017","South Carolina","Plastics / Rubbers",1614.03,989.55,"5.01%","2.64%"
"1456","2017","South Carolina","Textiles",0,270.44,"0.00%","0.72%"
"1457","2017","South Carolina","Top 25",20186,10266.89,"62.69%","27.39%"
"1458","2017","South Carolina","Wood & Wood Products",520.73,0,"1.62%","0.00%"
"1459","2017","South Carolina","World",32199.07,37490.35,"100.00%","100.00%"
"1460","2017","South Dakota","Chemicals & Allied Industries",0,29.75,"0.00%","2.71%"
"1461","2017","South Dakota","Food and live animals",487.11,188,"35.82%","17.10%"
"1462","2017","South Dakota","Machinery /Electrical/ Transportation",240,135.95,"17.65%","12.37%"
"1463","2017","South Dakota","Metals",0,46.55,"0.00%","4.23%"
"1464","2017","South Dakota","Mineral Products",36.1,19.82,"2.65%","1.80%"
"1465","2017","South Dakota","Miscellaneous",0,9.42,"0.00%","0.86%"
"1466","2017","South Dakota","Plastics / Rubbers",24.79,10.94,"1.82%","1.00%"
"1467","2017","South Dakota","Top 25",788,475.23,"57.95%","43.23%"
"1468","2017","South Dakota","Wood & Wood Products",0,34.83,"0.00%","3.17%"
"1469","2017","South Dakota","World",1359.71,1099.23,"100.00%","100.00%"
"1470","2017","Tennessee","Chemicals & Allied Industries",984.5,10655.03,"2.96%","13.52%"
"1471","2017","Tennessee","Food and live animals",664.85,0,"2.00%","0.00%"
"1472","2017","Tennessee","Footwear / Headgear",0,759.96,"0.00%","0.96%"
"1473","2017","Tennessee","Machinery /Electrical/ Transportation",7959.79,27070.05,"23.94%","34.35%"
"1474","2017","Tennessee","Miscellaneous",3138.59,1710.78,"9.44%","2.17%"
"1475","2017","Tennessee","Plastics / Rubbers",600.37,0,"1.81%","0.00%"
"1476","2017","Tennessee","Stone / Glass",184.02,0,"0.55%","0.00%"
"1477","2017","Tennessee","Textiles",1132.73,0,"3.41%","0.00%"
"1478","2017","Tennessee","Top 25",14985.37,40195.84,"45.07%","51.00%"
"1479","2017","Tennessee","Wood & Wood Products",320.53,0,"0.96%","0.00%"
"1480","2017","Tennessee","World",33246.13,78815.8,"100.00%","100.00%"
"1481","2017","Texas","Chemicals & Allied Industries",3705.92,1707.6,"1.40%","0.65%"
"1482","2017","Texas","Machinery /Electrical/ Transportation",44823.59,74951.12,"16.94%","28.47%"
"1483","2017","Texas","Metals",0,1418.79,"0.00%","0.54%"
"1484","2017","Texas","Mineral Products",73651.28,42563.62,"27.84%","16.17%"
"1485","2017","Texas","Miscellaneous",0,2017.88,"0.00%","0.77%"
"1486","2017","Texas","Plastics / Rubbers",5847.94,0,"2.21%","0.00%"
"1487","2017","Texas","Textiles",3133.48,0,"1.18%","0.00%"
"1488","2017","Texas","Top 25",131162.22,122659.03,"49.58%","46.60%"
"1489","2017","Texas","World",264541.38,263238.04,"100.00%","100.00%"
"1490","2017","Utah","Chemicals & Allied Industries",537.87,179.09,"4.64%","1.29%"
"1491","2017","Utah","Food and live animals",657.51,133.11,"5.68%","0.96%"
"1492","2017","Utah","Footwear / Headgear",0,54.51,"0.00%","0.39%"
"1493","2017","Utah","Machinery /Electrical/ Transportation",1699.33,2006.64,"14.67%","14.44%"
"1494","2017","Utah","Metals",65.4,0,"0.56%","0.00%"
"1495","2017","Utah","Mineral Products",243.97,0,"2.11%","0.00%"
"1496","2017","Utah","Miscellaneous",777.3,336.9,"6.71%","2.42%"
"1497","2017","Utah","Stone / Glass",3858.17,4709.44,"33.31%","33.89%"
"1498","2017","Utah","Top 25",7839.53,7488.43,"67.68%","53.89%"
"1499","2017","Utah","Wood & Wood Products",0,68.72,"0.00%","0.49%"
"1500","2017","Utah","World",11583.3,13896.94,"100.00%","100.00%"
"1501","2017","Vermont","Chemicals & Allied Industries",56.78,0,"2.05%","0.00%"
"1502","2017","Vermont","Food and live animals",62.32,313.24,"2.24%","8.72%"
"1503","2017","Vermont","Footwear / Headgear",15.64,0,"0.56%","0.00%"
"1504","2017","Vermont","Machinery /Electrical/ Transportation",1663.07,623.77,"59.91%","17.37%"
"1505","2017","Vermont","Mineral Products",0,890.44,"0.00%","24.80%"
"1506","2017","Vermont","Miscellaneous",165.07,40.33,"5.95%","1.12%"
"1507","2017","Vermont","Plastics / Rubbers",21.14,24.36,"0.76%","0.68%"
"1508","2017","Vermont","Textiles",20.29,182.27,"0.73%","5.08%"
"1509","2017","Vermont","Top 25",2052.15,2162.68,"73.92%","60.23%"
"1510","2017","Vermont","Wood & Wood Products",47.83,88.26,"1.72%","2.46%"
"1511","2017","Vermont","World",2775.99,3590.63,"100.00%","100.00%"
"1512","2017","Virginia","Chemicals & Allied Industries",215.47,226.81,"1.31%","0.78%"
"1513","2017","Virginia","Food and live animals",1290.81,625.61,"7.82%","2.15%"
"1514","2017","Virginia","Machinery /Electrical/ Transportation",2461.54,6886.7,"14.91%","23.68%"
"1515","2017","Virginia","Mineral Products",896.41,0,"5.43%","0.00%"
"1516","2017","Virginia","Miscellaneous",0,994.79,"0.00%","3.42%"
"1517","2017","Virginia","Plastics / Rubbers",486.22,204.11,"2.95%","0.70%"
"1518","2017","Virginia","Textiles",252.53,652.82,"1.53%","2.25%"
"1519","2017","Virginia","Top 25",6335.78,9590.82,"38.38%","32.98%"
"1520","2017","Virginia","Wood & Wood Products",732.8,0,"4.44%","0.00%"
"1521","2017","Virginia","World",16508.63,29078.06,"100.00%","100.00%"
"1522","2017","Washington","Chemicals & Allied Industries",203.93,559.02,"0.27%","1.12%"
"1523","2017","Washington","Food and live animals",10605.95,1038.48,"13.88%","2.08%"
"1524","2017","Washington","Machinery /Electrical/ Transportation",42544.45,10139.26,"55.68%","20.34%"
"1525","2017","Washington","Metals",326.59,0,"0.43%","0.00%"
"1526","2017","Washington","Mineral Products",2207.39,6906.49,"2.89%","13.86%"
"1527","2017","Washington","Miscellaneous",1178.38,2641.85,"1.54%","5.30%"
"1528","2017","Washington","Stone / Glass",233.41,0,"0.31%","0.00%"
"1529","2017","Washington","Top 25",58059.8,21847.91,"75.98%","43.83%"
"1530","2017","Washington","Wood & Wood Products",759.73,562.81,"0.99%","1.13%"
"1531","2017","Washington","World",76413.74,49846.89,"100.00%","100.00%"
"1532","2017","West Virginia","Chemicals & Allied Industries",166.48,232.43,"2.34%","6.84%"
"1533","2017","West Virginia","Machinery /Electrical/ Transportation",773.03,993.38,"10.87%","29.25%"
"1534","2017","West Virginia","Metals",188.6,184.32,"2.65%","5.43%"
"1535","2017","West Virginia","Mineral Products",3281.64,29.12,"46.15%","0.86%"
"1536","2017","West Virginia","Miscellaneous",87.68,151.08,"1.23%","4.45%"
"1537","2017","West Virginia","Plastics / Rubbers",910.33,40.76,"12.80%","1.20%"
"1538","2017","West Virginia","Top 25",5489.02,1663.84,"77.20%","48.99%"
"1539","2017","West Virginia","Wood & Wood Products",81.24,32.76,"1.14%","0.96%"
"1540","2017","West Virginia","World",7110.48,3396.12,"100.00%","100.00%"
"1541","2017","Wisconsin","Chemicals & Allied Industries",419.54,3399.08,"1.88%","12.25%"
"1542","2017","Wisconsin","Food and live animals",450.78,0,"2.02%","0.00%"
"1543","2017","Wisconsin","Machinery /Electrical/ Transportation",2820.94,2425.16,"12.65%","8.74%"
"1544","2017","Wisconsin","Mineral Products",158.76,165.37,"0.71%","0.60%"
"1545","2017","Wisconsin","Miscellaneous",1105.96,660.89,"4.96%","2.38%"
"1546","2017","Wisconsin","Plastics / Rubbers",198.74,138.9,"0.89%","0.50%"
"1547","2017","Wisconsin","Textiles",0,662.12,"0.00%","2.39%"
"1548","2017","Wisconsin","Top 25",5154.74,7946.59,"23.11%","28.64%"
"1549","2017","Wisconsin","Wood & Wood Products",0,495.08,"0.00%","1.78%"
"1550","2017","Wisconsin","World",22306.12,27749.87,"100.00%","100.00%"
"1551","2017","Wyoming","Chemicals & Allied Industries",968.45,33.64,"80.95%","3.92%"
"1552","2017","Wyoming","Food and live animals",1.88,0,"0.16%","0.00%"
"1553","2017","Wyoming","Machinery /Electrical/ Transportation",40.82,46.04,"3.41%","5.36%"
"1554","2017","Wyoming","Metals",0.32,19.85,"0.03%","2.31%"
"1555","2017","Wyoming","Mineral Products",55.03,391.33,"4.60%","45.58%"
"1556","2017","Wyoming","Miscellaneous",5.72,17.49,"0.48%","2.04%"
"1557","2017","Wyoming","Stone / Glass",18.79,0,"1.57%","0.00%"
"1558","2017","Wyoming","Textiles",0,3.02,"0.00%","0.35%"
"1559","2017","Wyoming","Top 25",1091.03,511.35,"91.19%","59.56%"
"1560","2017","Wyoming","World",1196.39,858.48,"100.00%","100.00%"
"1561","2018","Alabama","Chemicals & Allied Industries",653.02,0,"3.06%","0.00%"
"1562","2018","Alabama","Food and live animals",331.02,0,"1.55%","0.00%"
"1563","2018","Alabama","Machinery /Electrical/ Transportation",9279,7611.72,"43.46%","29.03%"
"1564","2018","Alabama","Metals",531.08,466.87,"2.49%","1.78%"
"1565","2018","Alabama","Mineral Products",2018.75,2777.57,"9.46%","10.59%"
"1566","2018","Alabama","Miscellaneous",187.96,583.19,"0.88%","2.22%"
"1567","2018","Alabama","Plastics / Rubbers",543.29,170.08,"2.54%","0.65%"
"1568","2018","Alabama","Top 25",14513.64,11609.42,"67.98%","44.28%"
"1569","2018","Alabama","Wood & Wood Products",969.51,0,"4.54%","0.00%"
"1570","2018","Alabama","World",21349.24,26220.73,"100.00%","100.00%"
"1571","2018","Alaska","Chemicals & Allied Industries",0,16.52,"0.00%","0.87%"
"1572","2018","Alaska","Food and live animals",2371.76,0,"49.69%","0.00%"
"1573","2018","Alaska","Machinery /Electrical/ Transportation",48.82,406.11,"1.02%","21.44%"
"1574","2018","Alaska","Metals",0,21.4,"0.00%","1.13%"
"1575","2018","Alaska","Mineral Products",2030.84,1018.05,"42.55%","53.74%"
"1576","2018","Alaska","Miscellaneous",16.4,9.28,"0.34%","0.49%"
"1577","2018","Alaska","Top 25",4527.51,1471.36,"94.85%","77.67%"
"1578","2018","Alaska","Wood & Wood Products",59.69,0,"1.25%","0.00%"
"1579","2018","Alaska","World",4773.11,1894.34,"100.00%","100.00%"
"1580","2018","Arizona","Chemicals & Allied Industries",453.05,0,"2.02%","0.00%"
"1581","2018","Arizona","Food and live animals",0,1711.78,"0.00%","7.62%"
"1582","2018","Arizona","Machinery /Electrical/ Transportation",7522.97,5492.66,"33.60%","24.46%"
"1583","2018","Arizona","Metals",0,207.58,"0.00%","0.92%"
"1584","2018","Arizona","Mineral Products",1404.81,286.95,"6.27%","1.28%"
"1585","2018","Arizona","Miscellaneous",940.29,240.43,"4.20%","1.07%"
"1586","2018","Arizona","Plastics / Rubbers",160.65,0,"0.72%","0.00%"
"1587","2018","Arizona","Textiles",155.66,0,"0.70%","0.00%"
"1588","2018","Arizona","Top 25",10637.44,7939.38,"47.51%","35.35%"
"1589","2018","Arizona","World",22388.34,22458.02,"100.00%","100.00%"
"1590","2018","Arkansas","Chemicals & Allied Industries",268.73,0,"4.16%","0.00%"
"1591","2018","Arkansas","Food and live animals",816.92,0,"12.63%","0.00%"
"1592","2018","Arkansas","Footwear / Headgear",0,808.48,"0.00%","7.02%"
"1593","2018","Arkansas","Machinery /Electrical/ Transportation",1363.73,2189.57,"21.09%","19.00%"
"1594","2018","Arkansas","Metals",47.51,109.73,"0.73%","0.95%"
"1595","2018","Arkansas","Miscellaneous",463.21,950.07,"7.16%","8.24%"
"1596","2018","Arkansas","Plastics / Rubbers",197.81,86.65,"3.06%","0.75%"
"1597","2018","Arkansas","Textiles",115.07,262.7,"1.78%","2.28%"
"1598","2018","Arkansas","Top 25",3682.87,4407.2,"56.95%","38.25%"
"1599","2018","Arkansas","Wood & Wood Products",409.9,0,"6.34%","0.00%"
"1600","2018","Arkansas","World",6466.44,11523.54,"100.00%","100.00%"
"1601","2018","California","Chemicals & Allied Industries",3536.35,0,"1.98%","0.00%"
"1602","2018","California","Food and live animals",5792.9,0,"3.25%","0.00%"
"1603","2018","California","Machinery /Electrical/ Transportation",39486.47,153720.95,"22.13%","34.84%"
"1604","2018","California","Metals",1403.22,0,"0.79%","0.00%"
"1605","2018","California","Mineral Products",2839.57,28436.91,"1.59%","6.45%"
"1606","2018","California","Miscellaneous",3437.07,7028.91,"1.93%","1.59%"
"1607","2018","California","Stone / Glass",7083.29,0,"3.97%","0.00%"
"1608","2018","California","Top 25",63578.85,189186.78,"35.64%","42.88%"
"1609","2018","California","World",178404.77,441166.09,"100.00%","100.00%"
"1610","2018","Colorado","Chemicals & Allied Industries",151.91,209.17,"1.83%","1.55%"
"1611","2018","Colorado","Food and live animals",1101.01,0,"13.24%","0.00%"
"1612","2018","Colorado","Machinery /Electrical/ Transportation",1012.85,2721.36,"12.18%","20.12%"
"1613","2018","Colorado","Metals",148.36,0,"1.78%","0.00%"
"1614","2018","Colorado","Mineral Products",184.65,2219.13,"2.22%","16.41%"
"1615","2018","Colorado","Miscellaneous",666.81,910.66,"8.02%","6.73%"
"1616","2018","Colorado","Plastics / Rubbers",64.77,204.08,"0.78%","1.51%"
"1617","2018","Colorado","Raw Hides, Skins, Leather, & Furs",118.47,0,"1.42%","0.00%"
"1618","2018","Colorado","Top 25",3448.83,6428.4,"41.47%","47.53%"
"1619","2018","Colorado","Wood & Wood Products",0,164,"0.00%","1.21%"
"1620","2018","Colorado","World",8317.25,13526.21,"100.00%","100.00%"
"1621","2018","Connecticut","Chemicals & Allied Industries",482.87,329.02,"2.78%","1.66%"
"1622","2018","Connecticut","Food and live animals",76.9,314.85,"0.44%","1.58%"
"1623","2018","Connecticut","Footwear / Headgear",0,142.1,"0.00%","0.71%"
"1624","2018","Connecticut","Machinery /Electrical/ Transportation",8533.96,2506.01,"49.05%","12.61%"
"1625","2018","Connecticut","Metals",67.36,1527.76,"0.39%","7.69%"
"1626","2018","Connecticut","Mineral Products",80.05,987.68,"0.46%","4.97%"
"1627","2018","Connecticut","Miscellaneous",647.85,272.07,"3.72%","1.37%"
"1628","2018","Connecticut","Stone / Glass",0,1412.11,"0.00%","7.11%"
"1629","2018","Connecticut","Top 25",9889,7606.84,"56.83%","38.27%"
"1630","2018","Connecticut","Wood & Wood Products",0,115.23,"0.00%","0.58%"
"1631","2018","Connecticut","World",17399.91,19874.43,"100.00%","100.00%"
"1632","2018","Delaware","Chemicals & Allied Industries",972.8,2070.21,"20.68%","23.29%"
"1633","2018","Delaware","Food and live animals",197.09,512.81,"4.19%","5.77%"
"1634","2018","Delaware","Machinery /Electrical/ Transportation",1143.01,135.54,"24.30%","1.52%"
"1635","2018","Delaware","Metals",0,28.4,"0.00%","0.32%"
"1636","2018","Delaware","Mineral Products",350.18,3577.78,"7.45%","40.24%"
"1637","2018","Delaware","Miscellaneous",318.75,102.33,"6.78%","1.15%"
"1638","2018","Delaware","Plastics / Rubbers",246.32,144.22,"5.24%","1.62%"
"1639","2018","Delaware","Stone / Glass",0,42.02,"0.00%","0.47%"
"1640","2018","Delaware","Textiles",28.18,0,"0.60%","0.00%"
"1641","2018","Delaware","Top 25",3256.32,6613.32,"69.24%","74.39%"
"1642","2018","Delaware","World",4703.21,8890.05,"100.00%","100.00%"
"1643","2018","District of Columbia","Chemicals & Allied Industries",0,32.2,"0.00%","4.22%"
"1644","2018","District of Columbia","Food and live animals",0,119.77,"0.00%","15.71%"
"1645","2018","District of Columbia","Machinery /Electrical/ Transportation",1528.67,231.35,"56.07%","30.35%"
"1646","2018","District of Columbia","Metals",0,8.71,"0.00%","1.14%"
"1647","2018","District of Columbia","Miscellaneous",972.54,73.75,"35.67%","9.68%"
"1648","2018","District of Columbia","Top 25",2507,473.8,"91.96%","62.16%"
"1649","2018","District of Columbia","Transportation",5.8,0,"0.21%","0.00%"
"1650","2018","District of Columbia","Wood & Wood Products",0,8.02,"0.00%","1.05%"
"1651","2018","District of Columbia","World",2726.32,762.24,"100.00%","100.00%"
"1652","2018","Florida","Chemicals & Allied Industries",2680.04,810.32,"4.68%","1.01%"
"1653","2018","Florida","Food and live animals",0,3564.2,"0.00%","4.42%"
"1654","2018","Florida","Machinery /Electrical/ Transportation",14628.02,11552.7,"25.56%","14.33%"
"1655","2018","Florida","Metals",0,759.67,"0.00%","0.94%"
"1656","2018","Florida","Mineral Products",0,2834.52,"0.00%","3.52%"
"1657","2018","Florida","Miscellaneous",1316.69,435.96,"2.30%","0.54%"
"1658","2018","Florida","Plastics / Rubbers",697.84,0,"1.22%","0.00%"
"1659","2018","Florida","Stone / Glass",2446.19,3118.28,"4.27%","3.87%"
"1660","2018","Florida","Top 25",23086.15,24162.82,"40.33%","29.97%"
"1661","2018","Florida","Transportation",696.91,494.74,"1.22%","0.61%"
"1662","2018","Florida","Wood & Wood Products",620.45,592.43,"1.08%","0.73%"
"1663","2018","Florida","World",57240.94,80612.9,"100.00%","100.00%"
"1664","2018","Georgia","Chemicals & Allied Industries",401.53,3209.69,"0.99%","3.25%"
"1665","2018","Georgia","Food and live animals",1125.14,2655.59,"2.77%","2.69%"
"1666","2018","Georgia","Machinery /Electrical/ Transportation",12307.8,23417.81,"30.35%","23.71%"
"1667","2018","Georgia","Metals",0,1016.78,"0.00%","1.03%"
"1668","2018","Georgia","Mineral Products",492.27,0,"1.21%","0.00%"
"1669","2018","Georgia","Miscellaneous",926.5,2758.45,"2.28%","2.79%"
"1670","2018","Georgia","Plastics / Rubbers",277.5,2237.68,"0.68%","2.27%"
"1671","2018","Georgia","Textiles",800.14,0,"1.97%","0.00%"
"1672","2018","Georgia","Top 25",19424.56,35296.02,"47.90%","35.73%"
"1673","2018","Georgia","Wood & Wood Products",3093.69,0,"7.63%","0.00%"
"1674","2018","Georgia","World",40551.36,98781.81,"100.00%","100.00%"
"1675","2018","Hawaii","Chemicals & Allied Industries",2.98,0,"0.46%","0.00%"
"1676","2018","Hawaii","Food and live animals",100.64,80.12,"15.56%","1.77%"
"1677","2018","Hawaii","Machinery /Electrical/ Transportation",50.13,715.34,"7.75%","15.81%"
"1678","2018","Hawaii","Metals",64.36,0,"9.95%","0.00%"
"1679","2018","Hawaii","Mineral Products",291.13,2728.91,"45.00%","60.29%"
"1680","2018","Hawaii","Miscellaneous",31.73,54.22,"4.90%","1.20%"
"1681","2018","Hawaii","Raw Hides, Skins, Leather, & Furs",0,9.32,"0.00%","0.21%"
"1682","2018","Hawaii","Stone / Glass",4.43,26.3,"0.68%","0.58%"
"1683","2018","Hawaii","Top 25",552.21,3614.19,"85.36%","79.85%"
"1684","2018","Hawaii","Wood & Wood Products",6.8,0,"1.05%","0.00%"
"1685","2018","Hawaii","World",646.94,4526,"100.00%","100.00%"
"1686","2018","Idaho","Chemicals & Allied Industries",289.97,78.07,"7.21%","1.13%"
"1687","2018","Idaho","Food and live animals",282.14,162.03,"7.02%","2.35%"
"1688","2018","Idaho","Machinery /Electrical/ Transportation",1600.56,4379.2,"39.80%","63.65%"
"1689","2018","Idaho","Mineral Products",42.05,256.92,"1.05%","3.73%"
"1690","2018","Idaho","Miscellaneous",214.57,84.29,"5.34%","1.23%"
"1691","2018","Idaho","Stone / Glass",41.75,36.13,"1.04%","0.53%"
"1692","2018","Idaho","Top 25",2529.21,5191.76,"62.89%","75.46%"
"1693","2018","Idaho","Wood & Wood Products",58.16,195.1,"1.45%","2.84%"
"1694","2018","Idaho","World",4021.59,6880.54,"100.00%","100.00%"
"1695","2018","Illinois","Chemicals & Allied Industries",3374.01,5605.27,"5.16%","3.56%"
"1696","2018","Illinois","Food and live animals",2703.64,3102.17,"4.13%","1.97%"
"1697","2018","Illinois","Machinery /Electrical/ Transportation",12299.54,41200.01,"18.80%","26.17%"
"1698","2018","Illinois","Metals",0,2050.77,"0.00%","1.30%"
"1699","2018","Illinois","Mineral Products",3156.4,26743.69,"4.83%","16.99%"
"1700","2018","Illinois","Miscellaneous",536.44,797.12,"0.82%","0.51%"
"1701","2018","Illinois","Plastics / Rubbers",0,1208.77,"0.00%","0.77%"
"1702","2018","Illinois","Top 25",22070.03,80707.8,"33.74%","51.27%"
"1703","2018","Illinois","World",65415.15,157402.43,"100.00%","100.00%"
"1704","2018","Indiana","Chemicals & Allied Industries",6372.93,16252.49,"16.20%","26.32%"
"1705","2018","Indiana","Machinery /Electrical/ Transportation",12066.15,6859.3,"30.67%","11.11%"
"1706","2018","Indiana","Metals",0,341.62,"0.00%","0.55%"
"1707","2018","Indiana","Mineral Products",598.06,0,"1.52%","0.00%"
"1708","2018","Indiana","Miscellaneous",2148.97,1957.05,"5.46%","3.17%"
"1709","2018","Indiana","Top 25",21411.87,25410.46,"54.43%","41.15%"
"1710","2018","Indiana","Wood & Wood Products",225.76,0,"0.57%","0.00%"
"1711","2018","Indiana","World",39338.64,61751.99,"100.00%","100.00%"
"1712","2018","Iowa","Chemicals & Allied Industries",551.48,603.71,"3.85%","5.64%"
"1713","2018","Iowa","Food and live animals",4404.82,224.9,"30.75%","2.10%"
"1714","2018","Iowa","Machinery /Electrical/ Transportation",2254.46,2098.87,"15.74%","19.62%"
"1715","2018","Iowa","Metals",173.39,368.56,"1.21%","3.45%"
"1716","2018","Iowa","Mineral Products",171.62,154.17,"1.20%","1.44%"
"1717","2018","Iowa","Miscellaneous",0,204.23,"0.00%","1.91%"
"1718","2018","Iowa","Plastics / Rubbers",0,90.82,"0.00%","0.85%"
"1719","2018","Iowa","Top 25",7555.8,3745.27,"52.75%","35.02%"
"1720","2018","Iowa","World",14323.74,10695.36,"100.00%","100.00%"
"1721","2018","Kansas","Chemicals & Allied Industries",104.32,67.27,"0.90%","0.55%"
"1722","2018","Kansas","Food and live animals",3084.55,191.97,"26.58%","1.56%"
"1723","2018","Kansas","Footwear / Headgear",0,920.13,"0.00%","7.46%"
"1724","2018","Kansas","Machinery /Electrical/ Transportation",2861.61,3121.2,"24.66%","25.32%"
"1725","2018","Kansas","Metals",83.91,198.99,"0.72%","1.61%"
"1726","2018","Kansas","Miscellaneous",360.96,64.13,"3.11%","0.52%"
"1727","2018","Kansas","Plastics / Rubbers",137.64,0,"1.19%","0.00%"
"1728","2018","Kansas","Raw Hides, Skins, Leather, & Furs",148.39,0,"1.28%","0.00%"
"1729","2018","Kansas","Top 25",6781.4,4640.16,"58.44%","37.64%"
"1730","2018","Kansas","Wood & Wood Products",0,76.47,"0.00%","0.62%"
"1731","2018","Kansas","World",11603.59,12326.49,"100.00%","100.00%"
"1732","2018","Kentucky","Chemicals & Allied Industries",1792,13372.98,"5.64%","24.51%"
"1733","2018","Kentucky","Food and live animals",712.15,0,"2.24%","0.00%"
"1734","2018","Kentucky","Machinery /Electrical/ Transportation",17144.69,12479.64,"53.99%","22.87%"
"1735","2018","Kentucky","Metals",0,385.82,"0.00%","0.71%"
"1736","2018","Kentucky","Miscellaneous",808.69,1519.65,"2.55%","2.79%"
"1737","2018","Kentucky","Plastics / Rubbers",171.39,0,"0.54%","0.00%"
"1738","2018","Kentucky","Top 25",20628.93,27758.07,"64.96%","50.88%"
"1739","2018","Kentucky","World",31757.17,54559.33,"100.00%","100.00%"
